id,neighbourhood_cleansed,latitude,longitude,room_type,price,review_scores_rating
770694597758421054,Pomona,34.07899,-117.722,Private room,72.0,5.0
770754722788603122,Baldwin Park,34.0829978,-117.9490183,Entire home/apt,95.0,4.89
770754734597384812,Baldwin Park,34.0829978,-117.9490183,Entire home/apt,195.0,4.97
774707814855949800,Gardena,33.88637,-118.30478,Entire home/apt,149.0,4.81
774736238107134142,Rancho Palos Verdes,33.7635239,-118.3935351,Entire home/apt,135.0,5.0
774874557134148924,East Hollywood,34.08686,-118.29907,Entire home/apt,71.0,5.0
774940295806073796,Downtown,34.03009,-118.23065,Entire home/apt,127.0,5.0
775008808143232594,Woodland Hills,34.18176,-118.62023,Entire home/apt,130.0,4.89
772726150329720604,Manchester Square,33.96594201540961,-118.31379785461168,Entire home/apt,98.0,5.0
772760422735865678,Del Aire,33.9160866,-118.3675953,Entire home/apt,109.0,4.92
772792802459894821,Arcadia,34.14604,-118.02261,Entire home/apt,113.0,5.0
777492976654511846,Baldwin Park,34.099105973182404,-117.97771083552092,Entire home/apt,258.0,4.87
777530061061226207,Agua Dulce,34.5012719,-118.3265838,Private room,101.0,4.94
772894319185024504,Arcadia,34.1319358,-118.0579738,Entire home/apt,199.0,4.87
773030877107820248,Beverly Hills,34.06174,-118.37507,Entire home/apt,168.0,4.91
773155664799343782,Altadena,34.17145298710652,-118.11221976190184,Entire home/apt,158.0,4.81
775429197447497293,Pasadena,34.1378334,-118.1783282,Entire home/apt,606.0,5.0
775447695259703070,Temple City,34.1005813,-118.0300215,Entire home/apt,347.0,5.0
775533040520348984,Rowland Heights,33.97619,-117.86863,Entire home/apt,178.0,4.78
775537237713309912,Long Beach,33.7669732,-118.1630323,Entire home/apt,378.0,4.97
775537844715087964,Alhambra,34.07838,-118.1551,Private room,62.0,4.93
773169744518045901,Carson,33.86058,-118.27544,Private room,45.0,4.89
777594268775335981,Manhattan Beach,33.88512,-118.4082,Entire home/apt,770.0,4.92
777599523819157606,East Los Angeles,34.05879,-118.17015,Entire home/apt,276.0,4.95
777621473606033751,Monterey Park,34.06047,-118.11976,Entire home/apt,104.0,4.85
777645990994955554,Sherman Oaks,34.17176,-118.44,Entire home/apt,231.0,4.84
777680701967680609,View Park-Windsor Hills,33.99994,-118.33963,Entire home/apt,166.0,4.6
777697299745118348,Sherman Oaks,34.165169,-118.4216706,Private room,125.0,4.92
777721264503124514,Long Beach,33.7743129001749,-118.18710046441802,Entire home/apt,84.0,4.81
777727585445592646,Culver City,34.00777,-118.38858,Entire home/apt,238.0,5.0
777753636723920262,Monterey Park,34.06124,-118.12168,Entire home/apt,121.0,4.76
773185904088899574,Hollywood,34.0939036,-118.3397456,Entire home/apt,44.0,5.0
775589869810274852,Woodland Hills,34.15695251594899,-118.62435556948184,Private room,108.0,5.0
775590130819106228,Woodland Hills,34.15825,-118.62344,Entire home/apt,250.0,5.0
775622621335514615,Hollywood Hills,34.1092851,-118.3348029,Private room,161.0,4.89
775666943626330737,Malibu,34.03548567943893,-118.6941777704149,Entire home/apt,328.0,5.0
775671437779120308,Woodland Hills,34.170246709203234,-118.5769316721447,Entire home/apt,379.0,4.33
776082895193865754,Downtown,34.0590331984284,-118.2421528154958,Entire home/apt,219.0,4.64
776104500599144111,West Hollywood,34.09633,-118.36653,Entire home/apt,300.0,5.0
773233520769658784,Rosemead,34.0575,-118.10018,Entire home/apt,151.0,4.9
777773243097984060,Monterey Park,34.0606914,-118.1209315,Entire home/apt,104.0,4.77
777807518847194178,Monterey Park,34.06162,-118.12049,Entire home/apt,101.0,4.83
777867543582765861,Temple City,34.095021,-118.0681609,Private room,75.0,4.94
777938500772919890,Marina del Rey,33.98393,-118.45594,Entire home/apt,249.0,4.79
778053156413074451,Irwindale,34.09262,-117.95304,Entire home/apt,117.0,4.61
778067344908432158,Temple City,34.09621,-118.0679,Private room,75.0,4.79
773243874963942743,Venice,33.99873,-118.45971,Entire home/apt,129.0,4.97
773251659138146896,Long Beach,33.7875764,-118.1908057,Entire home/apt,73.0,5.0
773297409700090077,Hollywood,34.09503,-118.33862,Entire home/apt,85.0,4.5
773318334959583063,Hollywood Hills West,34.117448746034114,-118.3732143297786,Entire home/apt,1113.0,5.0
773332044410328331,Monterey Park,34.04827,-118.12738,Entire home/apt,143.0,4.69
773366346646883588,Marina del Rey,33.98092,-118.44065,Entire home/apt,223.0,4.79
773368005755016492,Long Beach,33.79883,-118.14306,Entire home/apt,276.0,4.89
776122894038816117,Sawtelle,34.03861,-118.46288,Entire home/apt,152.0,4.88
776139921293938504,Downtown,34.05746689663498,-118.24052053402596,Entire home/apt,219.0,4.84
776190630121514157,South Pasadena,34.11926,-118.15222,Entire home/apt,236.0,4.89
776194280061838692,Alhambra,34.08517,-118.13057,Entire home/apt,89.0,4.69
776239141699333657,Mid-Wilshire,34.05345,-118.33256,Entire home/apt,40.0,4.5
776257025365339709,Venice,33.98383,-118.46392,Entire home/apt,359.0,4.96
776263888720116635,Rowland Heights,33.981,-117.87946,Private room,84.0,4.67
776270642271834405,Rancho Palos Verdes,33.738686,-118.397423,Entire home/apt,1222.0,4.98
778302997803130484,Hawthorne,33.90978,-118.34847,Entire home/apt,156.0,4.94
778407533388208144,Manhattan Beach,33.89331,-118.41494,Entire home/apt,606.0,4.92
778430877433224110,Malibu,34.036993259848174,-118.63293118465576,Entire home/apt,2266.0,5.0
778445910364347928,Arcadia,34.10699,-118.0484,Private room,62.0,4.9
778512204299324334,Downtown,34.04981646960164,-118.24849752582512,Entire home/apt,196.0,5.0
778634155658499798,Porter Ranch,34.2725174,-118.5430229,Private room,80.0,5.0
778649409398892875,Marina del Rey,33.9845,-118.45365,Entire home/apt,184.0,4.5
773372410886216083,Westchester,33.9609,-118.39809,Private room,65.0,5.0
773410703607660804,Culver City,34.03286,-118.37235,Entire home/apt,269.0,4.92
776285069084397278,La Crescenta-Montrose,34.20841,-118.22976,Entire home/apt,211.0,4.98
776287543087981391,Pasadena,34.1574,-118.1398,Entire home/apt,144.0,4.72
776289903314134893,Woodland Hills,34.15637,-118.58947,Entire home/apt,131.0,4.86
776299905584531268,Azusa,34.1142,-117.88737,Entire home/apt,373.0,4.92
776443530955601274,Westmont,33.9344846,-118.3168573,Private room,83.0,4.88
776725710633354288,San Pedro,33.7091894,-118.2861216,Entire home/apt,150.0,5.0
778863616327626739,Alhambra,34.09403,-118.10859,Entire home/apt,225.0,4.97
778864315654422251,San Gabriel,34.09414,-118.10731,Entire home/apt,202.0,4.99
779104381210849127,Beverly Hills,34.05995,-118.39838,Entire home/apt,152.0,4.73
779282123428827191,Tarzana,34.1750304,-118.5494073,Entire home/apt,63.0,3.5
779301977812252335,Vermont Square,34.008695758574795,-118.28551834456066,Private room,45.0,5.0
779425719600130865,West Hollywood,34.08177,-118.3733,Entire home/apt,261.0,4.79
773422050004130559,Inglewood,33.944,-118.35411,Entire home/apt,241.0,5.0
773448125637845667,Inglewood,33.94295246744021,-118.3453270420432,Private room,107.0,4.97
773540044205904414,Downey,33.9442,-118.11639,Private room,51.0,4.63
773602870608241051,Mid-City,34.03357,-118.38381,Entire home/apt,284.0,5.0
776813424197591313,Monrovia,34.14582,-118.00977,Entire home/apt,285.0,4.81
776824369981646891,Lomita,33.79024353483769,-118.3252476900816,Entire home/apt,180.0,4.98
776880845811142494,Mar Vista,33.9942,-118.44231,Entire home/apt,232.0,4.78
776912040367154134,Huntington Park,33.98458,-118.23338,Entire home/apt,136.0,4.83
776962175543487610,Hyde Park,33.97995,-118.32134,Entire home/apt,84.0,5.0
776965157680133827,Pasadena,34.13651,-118.15588,Entire home/apt,162.0,4.67
779743347278876215,Valley Village,34.17082,-118.39077,Entire home/apt,668.0,5.0
779816047170741751,Encino,34.18571,-118.52543,Entire home/apt,246.0,4.94
779853824937634226,Whittier,33.9861,-118.055,Entire home/apt,150.0,4.84
779859882092455120,North Hills,34.2509171,-118.4959994,Entire home/apt,307.0,4.72
779867247956118090,Rowland Heights,33.98297,-117.87912,Private room,75.0,4.97
779885828706279153,East San Gabriel,34.1184637,-118.0836633,Private room,55.0,4.95
779906586767782372,Long Beach,33.7667227,-118.1865386,Entire home/apt,123.0,4.96
773889142865730215,Malibu,34.03843945858821,-118.6445211883606,Entire home/apt,192.0,4.91
773890634316122134,Arcadia,34.15621,-118.0666,Entire home/apt,105.0,4.68
773893056595484266,Glendale,34.166347364461,-118.28219906316218,Entire home/apt,455.0,5.0
776995299638487265,West Hollywood,34.08796,-118.3529,Private room,106.0,4.99
777104663041081978,Mayflower Village,34.12262,-117.99821,Private room,90.0,5.0
777110149788664725,Highland Park,34.12263,-118.19803,Private room,90.0,5.0
777117433148421575,Tujunga,34.25186,-118.29022,Entire home/apt,100.0,5.0
777144097151812439,Tujunga,34.2521499,-118.2912629,Private room,55.0,4.75
777147146599481746,Brentwood,34.04242,-118.46963,Private room,60.0,5.0
773896032442007565,Maywood,33.98618,-118.17828,Entire home/apt,60.0,4.2
774016433597824944,Glendale,34.165809835946355,-118.28388655437446,Entire home/apt,394.0,4.5
779997082260062052,Long Beach,33.76259,-118.14232,Entire home/apt,552.0,4.95
780011568558606127,Hawthorne,33.93035,-118.33783,Entire home/apt,147.0,4.95
780024761244820898,South Pasadena,34.1002541,-118.1557648,Entire home/apt,83.0,4.89
780334339361764045,Glendale,34.15102,-118.25271,Entire home/apt,130.0,5.0
780375744784679764,Beverly Hills,34.0703731,-118.3873631,Entire home/apt,162.0,5.0
774022722825140623,Culver City,34.01049,-118.41507,Entire home/apt,329.0,4.81
777235118148732141,Glendale,34.15181605881846,-118.25744824327704,Entire home/apt,190.0,4.82
780506176657277308,Long Beach,33.8198819,-118.1804787,Entire home/apt,104.0,4.86
780517457180046944,Long Beach,33.7707985,-118.1958079,Entire home/apt,85.0,4.5
780592668339829586,Rowland Heights,33.99185,-117.88578,Private room,7007.0,4.88
780594587387641509,Santa Monica,34.01535,-118.49141,Entire home/apt,279.0,4.95
780601369999054517,Northwest Palmdale,34.62553,-118.16103,Entire home/apt,205.0,5.0
774150286785033892,Hollywood Hills West,34.10887485760908,-118.37470025935554,Entire home/apt,1429.0,4.94
780460536545729102,West Hollywood,34.08026,-118.37167,Entire home/apt,1599.0,5.0
780469006391374951,Alondra Park,33.89221,-118.32752,Entire home/apt,85.0,4.9
780488249122484043,Inglewood,33.95364,-118.35026,Entire home/apt,110.0,4.86
782706543186648356,Inglewood,33.93827,-118.32682,Private room,110.0,5.0
782713385904397890,Inglewood,33.93684,-118.32863,Private room,71.0,5.0
782757951738891813,West Hollywood,34.09293,-118.3559,Entire home/apt,329.0,5.0
774268412631583766,Hacienda Heights,33.99569,-117.93892,Private room,67.0,4.97
774650626919832962,Altadena,34.19587,-118.15047,Entire home/apt,180.0,4.97
774679443816647099,Downtown,34.04833070988169,-118.25247279442851,Entire home/apt,164.0,4.76
785969604963823703,Palms,34.02761,-118.41615,Entire home/apt,130.0,4.83
782905280133037342,Lancaster,34.67974,-118.07736,Private room,35.0,4.93
782918179351476704,Lancaster,34.68009,-118.07828,Private room,33.0,4.67
782923153753408323,Lancaster,34.68144,-118.07876,Private room,33.0,4.87
782925262804367153,Lancaster,34.67933,-118.07868,Private room,33.0,4.76
782946940845322498,Lancaster,34.68088,-118.07664,Private room,33.0,4.94
782948911688737336,Lancaster,34.67981,-118.07728,Private room,33.0,4.68
782973699836096723,Calabasas,34.15458,-118.65524,Entire home/apt,195.0,4.89
783298137009435772,Vernon,33.99899,-118.23535,Entire home/apt,289.0,4.93
783337911376209091,Hollywood,34.09493,-118.35593,Entire home/apt,317.0,5.0
783340245180246528,Northeast Antelope Valley,34.76476,-117.92659,Entire home/apt,122.0,4.77
780690117161659231,Azusa,34.12512,-117.8993,Entire home/apt,130.0,4.7
780701036351012311,Torrance,33.86746183637358,-118.33970095140268,Private room,57.0,4.76
780724501227926530,Jefferson Park,34.02964460203227,-118.30986204232788,Entire home/apt,119.0,5.0
780787014357791453,Tarzana,34.1629053,-118.5313869,Entire home/apt,93.0,4.81
780796603477011341,Downtown,34.05278,-118.24252,Entire home/apt,202.0,4.65
780805016421367519,Venice,33.9858543,-118.4600493,Entire home/apt,1010.0,5.0
781044983066628947,Baldwin Park,34.07685,-117.95346,Entire home/apt,182.0,4.93
781074906072616994,Hasley Canyon,34.45913,-118.65905,Entire home/apt,83.0,4.86
786171120224769860,Vermont Vista,33.94542,-118.28059,Private room,34.0,3.67
781080920565335185,Studio City,34.15071,-118.38768,Entire home/apt,281.0,4.91
781111617873052863,Manhattan Beach,33.88395,-118.41075,Entire home/apt,349.0,4.88
781147346589133833,Marina del Rey,33.98378,-118.4556,Entire home/apt,254.0,4.93
781201450198479486,Beverly Grove,34.07918,-118.37453,Entire home/apt,1600.0,5.0
781241610477782393,Long Beach,33.78071994006177,-118.1555071576721,Entire home/apt,259.0,5.0
781247144293087079,Temple City,34.10195,-118.0703,Private room,47.0,4.53
783484128656172336,Vernon,34.01299,-118.22967,Entire home/apt,130.0,4.81
783504163008054561,Duarte,34.1379853,-117.9843202,Entire home/apt,75.0,4.94
783596357867447904,Diamond Bar,33.99549,-117.84257,Entire home/apt,165.0,4.81
783651952009533650,Montebello,34.02389,-118.12641,Private room,220.0,5.0
783674186313344104,Koreatown,34.06,-118.28851,Entire home/apt,99.0,4.83
783972360261400731,Bell,33.97451722842538,-118.17838702350856,Entire home/apt,95.0,4.98
784020614833161646,Lawndale,33.89994342026008,-118.35901283334616,Entire home/apt,129.0,4.96
784209039815808148,Glendora,34.13986639101965,-117.83589052403438,Private room,60.0,5.0
786231798634763235,Rosemead,34.06688284038992,-118.08024967740626,Private room,71.0,4.86
781261959192941736,Playa del Rey,33.9600736,-118.4451532,Entire home/apt,285.0,5.0
781266718671393315,La Habra Heights,33.9638383,-117.9719894,Entire home/apt,79.0,5.0
781274951200785844,Avalon,33.3405399,-118.3283189,Entire home/apt,666.0,4.93
781331311092191155,East Pasadena,34.13682,-118.07412,Entire home/apt,156.0,4.95
781347569146558579,Topanga,34.079601418733574,-118.5990430649641,Entire home/apt,158.0,4.96
781355144808707407,Downtown,34.05141,-118.2432,Entire home/apt,183.0,4.17
781424134496523243,Gardena,33.90169,-118.30907,Entire home/apt,90.0,4.91
781425972379376899,Downtown,34.05111,-118.24398,Entire home/apt,147.0,4.68
784433283504875048,Palmdale,34.55881,-118.05651,Entire home/apt,198.0,4.83
784441364742778594,Monterey Park,34.03763525430534,-118.15057854033375,Entire home/apt,116.0,4.92
784687376602438213,Ladera Heights,33.9863606,-118.3753958,Entire home/apt,365.0,5.0
784774011468719992,Beverly Hills,34.06721,-118.37465,Entire home/apt,650.0,5.0
784931715126246111,San Fernando,34.2907719616338,-118.42873734929589,Entire home/apt,150.0,4.83
786359881051084645,Downtown,34.05132,-118.24482,Entire home/apt,147.0,4.36
786386342683651712,Downtown,34.051903259320014,-118.24283267531835,Entire home/apt,147.0,4.6
786416647097329542,Venice,33.98508857427644,-118.46344935819702,Entire home/apt,212.0,5.0
781486199231592239,Pico-Union,34.04215,-118.27706,Entire home/apt,233.0,2.0
781497365304404379,Downtown,34.05262,-118.24472,Entire home/apt,183.0,4.78
781507163967882800,Glendora,34.121852443773975,-117.87321902811529,Entire home/apt,163.0,4.87
781562882315665016,San Fernando,34.28496,-118.44444,Entire home/apt,213.0,4.78
781632857844204510,Glendale,34.24464,-118.24941,Entire home/apt,378.0,4.79
781875260038733455,Del Rey,33.98962436367786,-118.44409280515428,Entire home/apt,164.0,5.0
781883990334322014,Valley Village,34.1659,-118.40403,Private room,70.0,5.0
781888134735502626,Alhambra,34.08014426377322,-118.1204982796086,Private room,99.0,5.0
784967830068129242,Topanga,34.0915143,-118.5890659,Entire home/apt,201.0,4.83
784984023694473653,Temple City,34.10146864926437,-118.03065669644832,Entire home/apt,85.0,5.0
784993128345823171,Sherman Oaks,34.14521881545984,-118.43805127355736,Entire home/apt,371.0,5.0
785013962319545527,Tujunga,34.25333,-118.29202,Private room,55.0,4.75
785046307682549910,Avalon,33.35568,-118.33219,Entire home/apt,451.0,4.98
785123401064828591,Beverly Crest,34.0988,-118.43357,Entire home/apt,944.0,5.0
785128232129252369,Redondo Beach,33.82924,-118.38985,Entire home/apt,237.0,4.93
786424930721417567,Hollywood,34.0987852,-118.317807,Entire home/apt,59.0,4.44
786426197665174054,Downtown,34.05144,-118.24458,Entire home/apt,183.0,4.68
786437710306549933,Downtown,34.05144,-118.24275,Entire home/apt,205.0,4.58
781952050621928629,Echo Park,34.0693687918332,-118.25278026620138,Private room,99.0,5.0
781953616897552968,West Hollywood,34.09337,-118.35771,Entire home/apt,346.0,5.0
781958233185568664,South El Monte,34.03718,-118.03382,Entire home/apt,215.0,4.9
781983163699519874,Sun Valley,34.2273562,-118.3952065,Entire home/apt,73.0,5.0
782016954069244063,Mar Vista,34.01223792778453,-118.42284401487136,Entire home/apt,212.0,4.82
782028565180696494,Hacienda Heights,33.98275,-117.94692,Entire home/apt,85.0,4.68
782093680765976976,Sherman Oaks,34.154501391746464,-118.41627943685836,Entire home/apt,143.0,4.99
786440531100925701,Chinatown,34.06689648751549,-118.24632072798327,Entire home/apt,100.0,4.88
785154502708535281,Hyde Park,33.968587154468665,-118.3280954364078,Entire home/apt,302.0,4.99
785202994488151706,Monterey Park,34.05697529005872,-118.12229015443252,Entire home/apt,333.0,4.83
785622235315913667,Woodland Hills,34.173394228088895,-118.65720626876409,Entire home/apt,120.0,5.0
785646279742432469,Long Beach,33.77078528554593,-118.17674890117203,Entire home/apt,108.0,4.72
785661686746382316,View Park-Windsor Hills,33.9966268,-118.3453958,Entire home/apt,151.0,4.99
786457284089321569,Downtown,34.05131921355429,-118.24345111632854,Entire home/apt,268.0,4.65
786500646055130538,South San Gabriel,34.04862,-118.09403,Entire home/apt,421.0,4.91
785717806845467520,East Hollywood,34.094980028808024,-118.28604487897618,Entire home/apt,218.0,4.79
785759293085825926,Fairfax,34.082857199402994,-118.35886556697744,Entire home/apt,285.0,4.5
785762026427292469,Beverly Grove,34.07268,-118.3688,Entire home/apt,95.0,5.0
785786945382335459,Los Feliz,34.10131820969858,-118.28925254664252,Entire home/apt,145.0,5.0
785798539853091168,Manhattan Beach,33.89143,-118.41275,Entire home/apt,379.0,4.71
785827033744687366,Monterey Park,34.0566482411925,-118.12266857360518,Entire home/apt,86.0,4.82
782200216902979143,Downtown,34.0525,-118.24266,Entire home/apt,183.0,4.4
782566632815882318,Santa Monica,34.01773,-118.48984,Entire home/apt,212.0,4.81
782609350816408432,Downtown,34.04919161107066,-118.25076237949988,Entire home/apt,110.0,4.52
786917661661784825,San Dimas,34.11157,-117.83104,Entire home/apt,218.0,4.49
787014970228596540,Hancock Park,34.08185,-118.34073,Entire home/apt,154.0,5.0
787042317864033863,Tarzana,34.1712791,-118.5520309,Entire home/apt,676.0,5.0
785840591826429752,El Monte,34.08840324767028,-118.0384185304804,Entire home/apt,91.0,4.88
785861870597424722,Manhattan Beach,33.8858631,-118.4110059,Entire home/apt,1094.0,5.0
790025367335365896,Long Beach,33.79437594494005,-118.20283981934122,Entire home/apt,109.0,5.0
790057320158776130,Rowland Heights,33.97554,-117.87538,Entire home/apt,104.0,4.87
790081428722983526,Vernon,34.00145047852583,-118.23082060046688,Entire home/apt,98.0,4.84
790092688271937053,Long Beach,33.77112,-118.14184,Private room,88.0,5.0
790101382429476140,South Pasadena,34.10688,-118.14397,Entire home/apt,149.0,4.67
790168238455101865,Harbor Gateway,33.828348193566605,-118.30558568075742,Entire home/apt,182.0,5.0
787102819503427875,Lake Balboa,34.2099533,-118.5053044,Entire home/apt,152.0,4.75
782705753770459645,Hollywood Hills West,34.117713647966816,-118.36989195093275,Entire home/apt,1796.0,4.89
793444937076900888,Long Beach,33.77589863984764,-118.1530207068893,Entire home/apt,220.0,4.5
793547779152422337,Avalon,33.3411175,-118.327166,Entire home/apt,965.0,5.0
793604665935697887,North Hollywood,34.18162417150672,-118.36979169178775,Entire home/apt,208.0,4.75
793645830729512829,Highland Park,34.123314,-118.1818435,Entire home/apt,108.0,4.84
787127589672291356,Woodland Hills,34.15565,-118.61021,Entire home/apt,95.0,5.0
787161584223809099,Van Nuys,34.190463490906424,-118.4832862636679,Entire home/apt,125.0,4.53
790457004730848588,Venice,33.9903911,-118.4755685,Entire home/apt,84.0,4.89
790560906701309125,Pico-Robertson,34.05481988937499,-118.40069521015027,Private room,141.0,4.88
790602663731089657,Gardena,33.89428,-118.30719,Entire home/apt,76.0,4.88
790625070453667209,South San Gabriel,34.05026,-118.10788,Entire home/apt,75.0,4.86
790625364289665436,Covina,34.0899,-117.91489,Entire home/apt,285.0,4.95
790627982818809044,Malibu,34.0071191,-118.8034609,Entire home/apt,961.0,4.88
790634420445034945,Venice,33.9869043,-118.4693132,Entire home/apt,105.0,4.63
790706755452143510,West Hollywood,34.0923675,-118.3449621,Entire home/apt,125.0,5.0
793674818930445979,Chinatown,34.065186440480154,-118.2422167544569,Entire home/apt,224.0,4.97
793714322064902066,Long Beach,33.790252,-118.1242689,Entire home/apt,215.0,5.0
793716076495339984,South Pasadena,34.107929213092454,-118.1393654523204,Entire home/apt,157.0,4.6
793855189025438711,Long Beach,33.77440483999417,-118.15843889658224,Entire home/apt,266.0,4.94
793869565755846826,Downtown,34.038330608589256,-118.24918599867172,Private room,35.0,5.0
793954179575154582,Downtown,34.0398,-118.24721,Private room,35.0,5.0
794161284973231455,Pomona,34.05733,-117.74789,Entire home/apt,71.0,4.5
794177419068026842,Pasadena,34.14337113630231,-118.08466991949967,Entire home/apt,84.0,4.9
794196062358935713,Temple City,34.09334,-118.07319,Entire home/apt,94.0,4.9
794211537301307910,Sylmar,34.300591287635406,-118.41517316652303,Entire home/apt,100.0,4.92
787181025385720096,Harbor Gateway,33.8281442897617,-118.3036034197922,Entire home/apt,145.0,4.8
787628188239553738,Gardena,33.89446574207078,-118.32404022604912,Entire home/apt,165.0,4.75
787643023713062255,Hawthorne,33.9210532,-118.3495487,Entire home/apt,242.0,4.91
790714598808693076,Reseda,34.21786754496002,-118.53128281356808,Entire home/apt,179.0,5.0
790787695733535833,Topanga,34.09030389999999,-118.5995061,Entire home/apt,706.0,5.0
790831369487969801,Long Beach,33.7787096,-118.1493739,Entire home/apt,150.0,5.0
790889593323171100,Rosemead,34.055540747945095,-118.10113781403936,Entire home/apt,270.0,4.84
791152536597456597,Palms,34.02196146032299,-118.4027400715656,Entire home/apt,75.0,4.75
791160688105412618,Palms,34.021946661982135,-118.40453585054031,Entire home/apt,90.0,4.5
791168086276621517,Palms,34.02735,-118.39578,Entire home/apt,100.0,4.75
791179609784971567,Palms,34.02806129118036,-118.39778970429154,Entire home/apt,85.0,4.67
791303386634084196,Claremont,34.1161186,-117.7433492,Entire home/apt,124.0,5.0
787645680619618553,Downtown,34.0438745,-118.2578334,Entire home/apt,242.0,5.0
794246871584659760,Chesterfield Square,33.98674376076656,-118.3154266590071,Entire home/apt,76.0,5.0
794250791788610228,Los Feliz,34.10136,-118.28814,Entire home/apt,145.0,5.0
794255260820262939,Lynwood,33.93103714725041,-118.21504811933258,Entire home/apt,126.0,4.87
794267838191922922,Mar Vista,34.01717,-118.43553,Entire home/apt,550.0,5.0
794323901681342797,Venice,33.993167,-118.4742383,Entire home/apt,275.0,4.65
794342230382800259,El Monte,34.071946342904006,-118.01341675502064,Private room,56.0,4.6
794495052581549556,Van Nuys,34.18779,-118.4663,Entire home/apt,117.0,4.94
794923381190978265,Harbor Gateway,33.92249,-118.28737,Entire home/apt,122.0,5.0
794957875404748142,Mid-Wilshire,34.05962,-118.36069,Entire home/apt,894.0,4.75
794971727819526379,Torrance,33.83868627136224,-118.32660280493852,Entire home/apt,99.0,5.0
787646565894659483,Woodland Hills,34.18604377516494,-118.62880179464398,Entire home/apt,480.0,5.0
787776853146397782,Topanga,34.1149224701974,-118.57991213351085,Entire home/apt,44.0,5.0
787779522691789201,Downtown,34.0438745,-118.2578334,Entire home/apt,229.0,5.0
787783570767408957,Diamond Bar,34.02148,-117.80403,Private room,46.0,5.0
787789866479732687,Downtown,34.0438745,-118.2578334,Entire home/apt,236.0,2.5
787806425401494662,Bellflower,33.90442,-118.13036,Entire home/apt,191.0,4.83
787827452979497130,Alhambra,34.0840886,-118.1147596,Entire home/apt,205.0,4.85
791321761557055267,Rosemead,34.06759180477162,-118.08033758866102,Private room,57.0,4.86
791376183530189538,Woodland Hills,34.16410252553852,-118.58234830438111,Private room,141.0,4.94
791470125024813505,Lennox,33.93722,-118.36005,Entire home/apt,153.0,4.67
791481727033560142,Lennox,33.93782,-118.35889,Entire home/apt,156.0,4.91
791485442377905480,East Los Angeles,34.01689,-118.13719,Entire home/apt,154.0,4.76
791513245723343198,Studio City,34.15244,-118.38716,Entire home/apt,590.0,4.6
791610107908479214,Chatsworth,34.26378,-118.58837,Entire home/apt,510.0,5.0
787848087759562295,Beverly Grove,34.07977,-118.36508,Entire home/apt,119.0,5.0
787852974255400701,Beverly Grove,34.08366769741326,-118.36876764488352,Entire home/apt,185.0,4.86
795026199036613754,Manhattan Beach,33.89941079159356,-118.41612413693092,Entire home/apt,703.0,4.96
795097486042462791,Whittier,33.95716,-118.04551,Entire home/apt,102.0,4.98
795166755346294679,Hawaiian Gardens,33.82595,-118.08049,Entire home/apt,166.0,4.49
795219400688683154,Westlake,34.06353934335873,-118.2693965461273,Entire home/apt,75.0,2.0
795287555836900973,Palmdale,34.56717,-118.07373,Entire home/apt,57.0,4.93
795598490473510446,Long Beach,33.76684535057026,-118.18653859198092,Entire home/apt,68.0,4.59
795756500514926068,Lennox,33.9381787,-118.3591452,Entire home/apt,213.0,4.85
795799138180494290,West Hollywood,34.087535,-118.3878946,Entire home/apt,168.0,4.96
787886419080826872,Hawthorne,33.92620774424888,-118.31460863111572,Entire home/apt,301.0,4.87
791637569698582132,Atwater Village,34.11735,-118.26402,Entire home/apt,261.0,5.0
791984667337819191,Santa Clarita,34.3799919,-118.5299442,Entire home/apt,208.0,4.97
787888978796553758,Whittier,33.99621910380616,-118.04054922806333,Entire home/apt,278.0,4.58
787920229028098684,Lincoln Heights,34.0783,-118.1965,Entire home/apt,115.0,4.91
795915903587202529,Covina,34.10399118381263,-117.8909698820699,Entire home/apt,258.0,5.0
795917216877916884,Monrovia,34.14415851777446,-118.00341615735934,Entire home/apt,148.0,4.74
795944258118212145,Vernon,34.01419,-118.23926,Entire home/apt,166.0,4.61
796098905987968351,West Hollywood,34.09495,-118.36381,Entire home/apt,224.0,4.81
796327646538560068,Culver City,34.00569083268963,-118.41372922628852,Private room,31.0,4.33
796334498471508643,Burbank,34.17495,-118.32306,Entire home/apt,152.0,4.59
796359332847066974,Santa Monica,34.0141614,-118.4996616,Entire home/apt,3185.0,5.0
796469170937787452,Santa Monica,34.01478,-118.49788,Private room,199.0,4.41
787993105129026930,Alhambra,34.074025572601286,-118.11181229731308,Entire home/apt,147.0,4.71
788002230054936484,San Pedro,33.730047,-118.2855106,Entire home/apt,254.0,4.81
788016078975210061,Manchester Square,33.96211,-118.30146,Entire home/apt,197.0,4.84
796472198289658061,Santa Monica,34.0166,-118.49794,Private room,293.0,4.57
796475421225924080,Santa Monica,34.0162,-118.49805,Private room,192.0,4.37
796477501004028345,Santa Monica,34.01617994081386,-118.4985920833804,Private room,318.0,4.73
796477744369954740,Santa Monica,34.01656,-118.49799,Private room,237.0,3.86
796499806691337124,Santa Clarita,34.40968,-118.4194,Private room,120.0,1.0
796507612940598245,Santa Monica,34.0162225539798,-118.49961449789696,Private room,508.0,4.5
796509399076235381,Santa Monica,34.01448422402417,-118.49875768102277,Private room,281.0,4.71
792158052494707800,Hollywood,34.10008443762659,-118.34285122271363,Entire home/apt,175.0,5.0
